company_name,categories,main_category
Raycast,"Apps, Information Technology, Software",B2B Software and Services
Atomic,"Financial Services, Other",Financial
Osmind,Health Care,Health Care
Aleph,"Financial Services, Information Technology, Internet Services, Software",Financial
Alinea,"Financial Services, Lending and Investments",Financial
Toku,"Financial Services, Information Technology, Other, Software",Financial
LemFi,"Financial Services, Lending and Investments",Financial
Tavus,"Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Science and Engineering, Software, Video",B2B Software and Services
Darrow,"Data and Analytics, Information Technology, Professional Services, Software",B2B Software and Services
Humanly.io,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Professional Services, Science and Engineering, Software",B2B Software and Services
Blue Onion Labs,"Financial Services, Payments, Professional Services, Software",Financial
MarqVision (Marq AI),"Artificial Intelligence (AI), Data and Analytics, Other, Professional Services, Science and Engineering, Software",B2B Software and Services
Fathom,"Apps, Media and Entertainment, Messaging and Telecommunications, Software, Video",Unspecified
Riot,"Education, Information Technology, Privacy and Security, Software",Education
Optery,"Information Technology, Privacy and Security, Software",B2B Software and Services
Fractional,"Information Technology, Real Estate",Real Estate and Construction
Cocoon_1,"Administrative Services, Financial Services, Health Care, Professional Services, Software",Financial
Recall.ai,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Science and Engineering, Software",B2B Software and Services
AOA,"Biotechnology, Health Care, Science and Engineering",Health Care
Topline Pro,"Apps, Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Messaging and Telecommunications, Mobile, Science and Engineering, Software",B2B Software and Services
Vendease,"Apps, Commerce and Shopping, Food and Beverage, Software",Unspecified
Albedo,"Data and Analytics, Manufacturing, Navigation and Mapping, Science and Engineering",Industrials
Wasp,"Information Technology, Software",B2B Software and Services
SafeBase,"Information Technology, Privacy and Security, Sales and Marketing, Software",B2B Software and Services
Draftwise,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Professional Services, Science and Engineering, Software",B2B Software and Services
Mayan,"Advertising, Commerce and Shopping, Data and Analytics, Sales and Marketing, Software",B2B Software and Services
Spline,"Artificial Intelligence (AI), Data and Analytics, Design, Hardware, Science and Engineering, Software",B2B Software and Services
Zuddl,"Events, Hardware, Information Technology, Internet Services, Media and Entertainment, Messaging and Telecommunications, Software",B2B Software and Services
Verifiable,"Health Care, Other, Software",Health Care
Command AI,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
Accord,"Sales and Marketing, Software",Unspecified
Junction_1,"Health Care, Software",Health Care
Humanloop,"Artificial Intelligence (AI), Data and Analytics, Design, Science and Engineering, Software",B2B Software and Services
Manara,"Community and Lifestyle, Education, Professional Services",Education
Enode,"Information Technology, Software",B2B Software and Services
Glimpse,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Hardware, Information Technology, Sales and Marketing, Science and Engineering, Software",B2B Software and Services
voize,"Information Technology, Internet Services, Messaging and Telecommunications, Software",B2B Software and Services
Highlight,Software,Unspecified
Authologic,"Information Technology, Privacy and Security, Software",B2B Software and Services
Bloom Community,Community and Lifestyle,Unspecified
Signadot,"Information Technology, Science and Engineering, Software",B2B Software and Services
Statiq,"Energy, Transportation",Unspecified
Navattic,"Other, Sales and Marketing, Software",Unspecified
Haven_2,"Financial Services, Real Estate",Real Estate and Construction
BotBuilt,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software",B2B Software and Services
Lion Pose,"Community and Lifestyle, Consumer Goods",Consumer
Humaans,"Administrative Services, Internet Services, Other, Software",Unspecified
Pine Park Health,Health Care,Health Care
Therify,"Administrative Services, Health Care",Health Care
Ramani,"Information Technology, Sales and Marketing, Software",B2B Software and Services
Jemi,"Commerce and Shopping, Internet Services, Media and Entertainment, Sales and Marketing",Unspecified
CoreCare,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",B2B Software and Services
Great Question,"Design, Information Technology",B2B Software and Services
Emobi,"Artificial Intelligence (AI), Data and Analytics, Energy, Science and Engineering, Software, Sustainability, Transportation",B2B Software and Services
Malga,"Financial Services, Payments, Software",Financial
Inflow,"Health Care, Mobile",Health Care
Mono_2,"Data and Analytics, Financial Services, Payments",Financial
Promoted.ai,"Advertising, Commerce and Shopping, Sales and Marketing",Unspecified
Fintoc,"Apps, Financial Services, Lending and Investments, Mobile, Payments, Software",Financial
Pillar,"Commerce and Shopping, Internet Services, Media and Entertainment",Unspecified
Neodocs,"Health Care, Software",Health Care
Biodock,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
Weav,"Financial Services, Information Technology, Software",Financial
HENRY,"Data and Analytics, Education, Software",Education
Hubla,"Design, Financial Services, Other",Financial
Finmark,"Financial Services, Information Technology, Software",Financial
Avenue,Software,Unspecified
Basedash,"Data and Analytics, Information Technology, Software",B2B Software and Services
Morada Uno,Real Estate,Real Estate and Construction
Aqua,Financial Services,Financial
Rebill,"Commerce and Shopping, Financial Services, Other, Payments, Software",Financial
Uiflow,"Other, Software",Unspecified
Hyper,"Apps, Information Technology, Internet Services, Media and Entertainment, Messaging and Telecommunications, Software",B2B Software and Services
Union54,"Financial Services, Payments",Financial
Amenli,Financial Services,Financial
StartPlaying,"Community and Lifestyle, Gaming, Information Technology, Media and Entertainment",B2B Software and Services
DeepSim,"Consumer Electronics, Hardware, Manufacturing, Science and Engineering, Software",Industrials
Aquarium,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",B2B Software and Services
SPRX Technologies,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",B2B Software and Services
Invopop,"Financial Services, Professional Services, Software",Financial
Abstra,"Information Technology, Professional Services, Software",B2B Software and Services
Yemaachi Biotechnology,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",B2B Software and Services
Fig,"Apps, Information Technology, Software",B2B Software and Services
SalaryBox,"Apps, Mobile, Software",Unspecified
Streamdal,"Data and Analytics, Information Technology, Software",B2B Software and Services
Plerk,"Administrative Services, Health Care, Software",Health Care
Pandai,"Apps, Education, Software",Education
EPICODE,"Education, Professional Services, Software",Education
Logica,"Financial Services, Software",Financial
HOKALI,"Commerce and Shopping, Education, Other, Software, Sports",Education
PideDirecto,"Administrative Services, Commerce and Shopping, Sales and Marketing",Unspecified
Jitter,"Advertising, Design, Media and Entertainment, Sales and Marketing, Software, Video",Unspecified
GradeWiz,"Education, Software",Education
Varos,"Data and Analytics, Information Technology, Sales and Marketing, Software",B2B Software and Services
Sturdy Finance,"Blockchain and Cryptocurrency, Financial Services, Payments, Software",Financial
Bristle,"Apps, Health Care, Mobile, Software",Health Care
Ariglad,"Administrative Services, Events, Information Technology, Media and Entertainment, Other, Professional Services, Software",B2B Software and Services
Credibook,"Financial Services, Other, Software",Financial
Nimbus,"Data and Analytics, Information Technology, Software",B2B Software and Services
AppX,"Apps, Education, Mobile, Other, Software",Education
Gather,"Community and Lifestyle, Hardware, Information Technology, Media and Entertainment, Software",B2B Software and Services
Café,"Administrative Services, Apps, Internet Services, Mobile, Software",Unspecified
Flextock,"Commerce and Shopping, Transportation",Unspecified
Gigs,"Hardware, Mobile, Other, Software",B2B Software and Services
