company_name,categories
Observa,"Consumer Electronics, Hardware, Information Technology, Privacy and Security, Software"
ilk,"Commerce and Shopping, Education, Health Care"
Drift Bio,"Biotechnology, Data and Analytics, Information Technology, Science and Engineering, Software"
Smol Coach,"Commerce and Shopping, Internet Services"
In Stock,"Commerce and Shopping, Food and Beverage, Transportation"
Workbase,"Data and Analytics, Software"
BlaBla Edtech,"Apps, Content and Publishing, Education, Media and Entertainment, Software, Video"
UrbanKisaan,"Agriculture and Farming, Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software"
Mozper,"Apps, Financial Services, Mobile, Payments, Software"
Explo,"Data and Analytics, Design, Information Technology, Software"
Depict,"Commerce and Shopping, Design, Other"
Teleo,"Hardware, Real Estate, Science and Engineering, Software, Transportation"
Loop,"Health Care, Sports"
Rehook.ai,"Information Technology, Sales and Marketing"
Milky Way AI,"Artificial Intelligence (AI), Commerce and Shopping, Consumer Goods, Data and Analytics, Information Technology, Real Estate, Sales and Marketing, Science and Engineering, Software"
Laserfocus,"Information Technology, Other, Sales and Marketing, Software"
HUBUC,"Financial Services, Lending and Investments, Other, Payments, Software"
Webiny,"Information Technology, Software"
Rivet,"Community and Lifestyle, Gaming, Information Technology, Software"
Daedalus,"Artificial Intelligence (AI), Data and Analytics, Hardware, Manufacturing, Science and Engineering, Software"
Bueno Finance,Financial Services
Arintra,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software"
Virtually,"Education, Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Software"
Bandit ML,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Science and Engineering, Software"
Monto,"Administrative Services, Apps, Financial Services, Health Care, Mobile, Software"
Oto Health,"Apps, Health Care, Software"
Carry,"Internet Services, Software, Travel and Tourism"
Bego,"Commerce and Shopping, Transportation"
Pulley,"Financial Services, Information Technology, Software"
Luminai,"Information Technology, Software"
Sameplan,"Information Technology, Sales and Marketing, Software"
Farcast,"Hardware, Internet Services, Science and Engineering"
Benepass,"Administrative Services, Financial Services, Health Care, Software"
Ochre Bio,"Biotechnology, Health Care, Science and Engineering"
TrueNorth,"Apps, Software, Transportation"
Duffl,"Food and Beverage, Other, Transportation"
Jitsu,Data and Analytics
Sakneen,"Commerce and Shopping, Real Estate"
Phonic,"Data and Analytics, Design, Professional Services, Software"
Relate,"Information Technology, Software"
Volopay,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Other, Science and Engineering, Software"
webapp.io,Software
Zumo Labs,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software"
BuildStream,"Financial Services, Other, Payments, Professional Services, Real Estate, Software"
Facio,"Financial Services, Lending and Investments"
BukuWarung,"Financial Services, Lending and Investments, Other, Payments, Professional Services, Software"
Hent,"Financial Services, Payments, Software"
Cherry Recommends,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Science and Engineering, Software"
Nextmv,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software, Transportation"
GuruHotel,"Commerce and Shopping, Financial Services, Payments, Travel and Tourism"
onetool,"Information Technology, Other, Software"
Listle,"Apps, Information Technology, Internet Services, Media and Entertainment, Music and Audio, Software"
Hutsy,"Information Technology, Real Estate"
Fitia,"Food and Beverage, Health Care, Sports"
GIMO,Financial Services
Revel,"Commerce and Shopping, Community and Lifestyle, Other"
Jenfi,"Data and Analytics, Financial Services, Professional Services, Software"
FamPay,"Community and Lifestyle, Financial Services, Payments"
Greywing,"Software, Transportation"
Disclo,"Administrative Services, Health Care, Professional Services, Software"
PAYZE,"Commerce and Shopping, Financial Services, Other, Payments"
Segmed,"Artificial Intelligence (AI), Data and Analytics, Health Care, Information Technology, Internet Services, Science and Engineering, Software"
Openbase,"Information Technology, Software"
Outtalent,"Education, Information Technology, Science and Engineering, Software"
GradJoy,"Education, Financial Services"
Matidor.com,"Data and Analytics, Information Technology, Internet Services, Navigation and Mapping, Software"
Gamebytes,Media and Entertainment
Moichor,"Health Care, Information Technology"
Dropezy,"Administrative Services, Commerce and Shopping, Consumer Goods, Food and Beverage, Transportation"
Courier,"Information Technology, Internet Services, Messaging and Telecommunications, Software"
Zingbus,Transportation
PowerUs,"Administrative Services, Professional Services, Science and Engineering"
Memberstack,"Apps, Financial Services, Payments, Software"
Bun,"Information Technology, Software"
Mage App,"Apps, Commerce and Shopping, Community and Lifestyle, Hardware, Software"
Vice Lotteries,Financial Services
Munily,"Information Technology, Privacy and Security, Real Estate, Software"
PayMongo,"Financial Services, Payments"
Mystic,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Software"
GiveAway,"Commerce and Shopping, Internet Services, Other, Sustainability"
Calii,"Commerce and Shopping, Food and Beverage, Sustainability, Transportation"
Text Blaze,"Information Technology, Software"
Digi-Prex,"Administrative Services, Commerce and Shopping, Financial Services, Health Care, Information Technology"
Synder,"Commerce and Shopping, Financial Services, Internet Services, Other, Professional Services, Software"
SuperTokens,"Information Technology, Privacy and Security, Software"
Clicoh,"Apps, Mobile, Software, Transportation"
Blair,"Education, Financial Services"
FeaturePeek,"Internet Services, Software"
Datasaur,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software"
Hannah Life Technologies,"Biotechnology, Health Care, Science and Engineering"
ElectroNeek,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Other, Science and Engineering, Software"
Brave Care,"Community and Lifestyle, Health Care"
Zelos Gaming,Gaming
BotCity,"Artificial Intelligence (AI), Data and Analytics, Software"
COUTURME,"Artificial Intelligence (AI), Clothing and Apparel, Community and Lifestyle, Data and Analytics, Design, Events, Science and Engineering, Software"
Cyble,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Professional Services, Science and Engineering, Software"
Dover,"Administrative Services, Information Technology, Professional Services, Sales and Marketing, Software"
Rainbow,"Apps, Financial Services, Mobile, Software"
Living Carbon,"Agriculture and Farming, Biotechnology, Natural Resources, Science and Engineering, Sustainability"
Alloy Automation,"Data and Analytics, Information Technology, Software"
Rosebud AI,"Artificial Intelligence (AI), Data and Analytics, Gaming, Science and Engineering, Software"
Replicate,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Internet Services, Science and Engineering, Software"
Daybreak Health,"Apps, Health Care, Mobile, Software"
Ello,"Apps, Artificial Intelligence (AI), Data and Analytics, Education, Science and Engineering, Software"
Parker,"Commerce and Shopping, Financial Services, Lending and Investments"
Freshpaint,"Data and Analytics, Information Technology, Sales and Marketing, Software"
Phoenix Health,"Community and Lifestyle, Health Care"
Landed_1,"Professional Services, Software"
Beacons,"Commerce and Shopping, Information Technology, Internet Services, Media and Entertainment, Other"
Photoroom,"Apps, Artificial Intelligence (AI), Content and Publishing, Data and Analytics, Media and Entertainment, Mobile, Science and Engineering, Software"
Armilla AI,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software"
Ajaib,"Financial Services, Lending and Investments"
Shiru,"Artificial Intelligence (AI), Data and Analytics, Food and Beverage, Health Care, Science and Engineering, Software"
Toolbox,"Financial Services, Internet Services, Other, Software"
Kraftful,"Apps, Artificial Intelligence (AI), Data and Analytics, Design, Internet Services, Other, Science and Engineering, Software"
Lightly,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software"
Ramen VR,"Gaming, Hardware, Media and Entertainment, Software"
Deepnote,"Artificial Intelligence (AI), Data and Analytics, Design, Information Technology, Internet Services, Science and Engineering, Software"
Rutter,"Commerce and Shopping, Data and Analytics, Information Technology, Software"
UserGems,"Artificial Intelligence (AI), Data and Analytics, Sales and Marketing, Science and Engineering, Software"
Synapticure,"Biotechnology, Health Care, Science and Engineering"
Eclipse Foods,"Food and Beverage, Manufacturing"
Ophelia,Health Care
Gaiascope,"Artificial Intelligence (AI), Data and Analytics, Energy, Software, Sustainability"
Nomic,"Biotechnology, Data and Analytics, Design, Health Care, Science and Engineering"
Turing Labs,"Design, Other, Software"
ditto,"Design, Other, Software"
Laudable,"Data and Analytics, Design, Media and Entertainment, Sales and Marketing, Software, Video"
Juicy Marbles,Food and Beverage
Spenmo,"Financial Services, Other, Payments, Professional Services, Software"
Atomic Industries,"Artificial Intelligence (AI), Data and Analytics, Manufacturing, Science and Engineering, Software"
Multiverse,Gaming
Zitara Technologies,"Energy, Hardware, Software, Transportation"
Keeper_2,"Apps, Financial Services, Professional Services, Software"
Gaiia,"Hardware, Information Technology, Payments, Software"
Compound,"Financial Services, Lending and Investments"
Dripos,"Food and Beverage, Software"
PowerX,"Artificial Intelligence (AI), Data and Analytics, Energy, Hardware, Natural Resources, Science and Engineering, Software, Sustainability"
Ruth Health,"Community and Lifestyle, Health Care"
CarbonChain,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software, Transportation"
